timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,is_rotary_wing,is_vtol,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,high_latency_data_link_active,data_link_lost_counter,engine_failure,mission_failure
347947813,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
348951509,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
349955861,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
350964373,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
351967411,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
352970804,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
353978447,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
354979876,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
355981578,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
356763377,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
357763558,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
358766726,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
359769804,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
360773570,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
361785836,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
362795823,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
363799606,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
364807524,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
365811047,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
366821524,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
367823420,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
368834310,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
369839506,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
370841671,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
371848579,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
372854627,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
373857525,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
374858803,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
375861632,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
376862420,2555951,2162703,2555951,2,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
377769687,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
378771628,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
379779555,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
380781621,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
381786611,2555951,2162703,2555951,1,2,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
382370421,2555951,2162703,2555951,1,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
